"brokertitle","type","price","beds","bath","propertysqft","address","state","administrative_area_level_2","latitude","longitude","postcode"
"JOHN A MAGUIRE REAL ESTATE, LL",House for sale,1875000.0,3,2,1496.0,"96 86th St","Brooklyn, NY ",United States,40.6246037,-74.0368286,"11209"
Madison Estates Sotheby's International Realty,House for sale,1350000.0,3,2,1584.0,"1719 E 22nd St","Brooklyn, NY ",United States,40.6096678,-73.9511136,"11229"
Corcoran SoHo,Co-op for sale,3345000.0,4,4,3000.0,"151 W 86th St Apt 3D","New York, NY ",New York,40.7875112,-73.9739349,"10024"
BHHS New York Properties,Co-op for sale,899000.0,1,2,2184.207862,"41 W 96th St Unit 9D","New York, NY ",New York,40.7926602,-73.9663357,"10025"
Opulence Properties,House for sale,799000.0,3,2,1816.0,"149 Durant Ave","Staten Island, NY ",United States,40.5557686,-74.1327357,"10306"
Corcoran Chelsea/Flatiron,Condo for sale,5000000.0,3,3,2162.0,"71 Park Ave # 10AB","New York, NY ",New York,40.749728,-73.978916,"10016"
RE MAX Edge,Pending,464998.0,2,2,1657.0,"2650 Ocean Pkwy Apt 10P","Brooklyn, NY ",New York,40.5855624,-73.9669734,"11235"
Highlite Homes Realty,Co-op for sale,536000.0,2,2,1200.0,"3671 Hudson Manor Ter Apt 14J","Bronx, NY ",New York,40.8881345,-73.9162336,"10463"
United Realty Associates,Co-op for sale,288000.0,2,1,2184.207862,"47-31 216th St Unit 3B","Bayside, NY ",New York,40.7567043,-73.764352,"11361"
Serhant,Condo for sale,5250000.0,3,3,1757.0,"75 First Ave # A","New York, NY ",United States,40.725653,-73.987132,"10003"
Corcoran East Side,Co-op for sale,1995000.0,2,2,1200.0,"40 W 67th St Apt 8B","New York, NY ",New York,40.773416,-73.979787,"10023"
Howard Hanna | Rand Realty,Condo for sale,504000.0,3,2,1004.0,"2833 Ely Ave Apt 2","Bronx, NY ",New York,40.8688161,-73.8356153,"10469"
Douglas Elliman - 140 Franklin,Co-op for sale,1295000.0,2,1,2184.207862,"156 Bank St Apt 1A","New York, NY ",New York,40.7359888,-74.0091474,"10014"
Momentum Real Estate Llc,Pending,699000.0,3,2,864.0,"319 Montreal Ave","Staten Island, NY ",United States,40.5594124,-74.1258541,"10306"
Motivated Access Realty Corp.,Multi-family home for sale,949000.0,7,3,2745.0,"431 Saint Lawrence Ave","Bronx, NY ",United States,40.8136198,-73.8633277,"10473"
Ben Bay Rlty Of Marine Pk Llc,Pending,1488000.0,2,2,1464.0,"1119 85th St","Brooklyn, NY ",United States,40.6171732,-74.0169489,"11228"
All Star Real Estate,Foreclosure,800000.0,5,2,1584.0,"189 Corosn Ave","Staten Island, NY ",United States,40.6375111,-74.0852471,"10301"
BRISMAN REALTY,Co-op for sale,319999.0,1,1,660.0,"1717 E 14th St Unit 2H","Brooklyn, NY ",New York,40.6077014,-73.958782,"11229"
RE MAX Edge,Condo for sale,999000.0,3,2,1301.0,"1414 W 4th St Ph 5","Brooklyn, NY ",New York,40.6116529,-73.978693,"11204"
Showcase Realty Inc,Co-op for sale,475000.0,1,1,950.0,"35-24 78 St Unit A67","Jackson Heights, NY ",New York,40.75054,-73.8885096,"11372"
Serhant,Co-op for sale,399000.0,3,1,2184.207862,"530 E 84th St Apt 1M","New York, NY ",New York,40.7738633,-73.9465735,"10028"
Top Nest Inc,House for sale,479900.0,3,2,1088.0,"971 Schenck Ave","Brooklyn, NY ",United States,40.6567481,-73.8802564,"11207"
Homefinders of SI Inc.,Condo for sale,615000.0,2,4,1568.0,"253 Windham Loop","Staten Island, NY ",United States,40.577069,-74.161888,"10314"
RE MAX Real Estate Professionals,House for sale,1150000.0,3,2,1700.0,"7713 20th Ave","Brooklyn, NY ",United States,40.6092336,-73.9930917,"11214"
"Century 21 Amiable Realty Group II, Inc.",Co-op for sale,225000.0,1,1,2184.207862,"88-08 151 Ave Unit 5A","Howard Beach, NY ",New York,40.6685699,-73.8471189,"11414"
RE/MAX City Square,Co-op for sale,284888.0,1,1,2184.207862,"37-21 80th St Unit 4A","Jackson Heights, NY ",New York,40.748924,-73.8857529,"11372"
E Realty International Corp,Condo for sale,585000.0,1,2,869.0,"63-36 99th St Unit 2G","Rego Park, NY ",United States,40.7317078,-73.856834,"11374"
RE MAX Real Estate Professionals,House for sale,659000.0,3,2,1468.0,"412 Manhattan St","Staten Island, NY ",United States,40.4997983,-74.2411663,"10307"
Douglas Elliman - 3544 Johnson Ave,Co-op for sale,249000.0,2,1,900.0,"5550 Fieldston Rd Apt 9J","Bronx, NY ",New York,40.9035132,-73.9002037,"10471"
Corcoran East Side,Co-op for sale,1495000.0,3,2,1650.0,"215 W 98th St Apt 5C","New York, NY ",New York,40.7958454,-73.9702391,"10025"
Magic Of Great Neck Realty Inc,Co-op for sale,295000.0,1,2,980.0,"26910 Grand Central Pkwy Apt 11B","Floral Park, NY ",New York,40.7577991,-73.7159564,"11005"
Bergen Basin Realty Llc,Pending,699000.0,4,4,1619.0,"1379 E 93rd St","Brooklyn, NY ",United States,40.6376197,-73.898975,"11236"
E Realty International Corp,House for sale,738000.0,4,2,2184.207862,"111-87 43rd Ave","Corona, NY ",United States,40.7506139,-73.851888,"11368"
Douglas Elliman - Central Nassau,Pending,400000.0,2,1,2184.207862,"280 Dean St Apt 23","Brooklyn, NY ",New York,40.684191,-73.982522,"11217"
GOLDEN REAL CORP.,Co-op for sale,289000.0,1,1,750.0,"3100 Brighton 3rd St Apt 4B","Brooklyn, NY ",New York,40.5764319,-73.9643613,"11235"
R Jaundoo Realty Llc,Co-op for sale,187000.0,4,1,1076.0,"950 Hoe Ave Apt 2B","Bronx, NY ",New York,40.8224272,-73.8900397,"10459"
COMPASS,Townhouse for sale,3500000.0,8,7,4952.0,"336 Convent Ave Unit Mltfmly","Manhattan, NY ",United States,40.8239685,-73.9470302,"10031"
"Garfield, Leslie J. & Co., Inc.",Townhouse for sale,4995000.0,6,6,4000.0,"218 E 31st St","New York, NY ",United States,40.74338,-73.9787014,"10016"
Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3400000.0,3,3,2184.207862,"65 Central Park W Apt 10C","New York, NY ",New York,40.7727705,-73.9787651,"10023"
Utopia Real Estate,Co-op for sale,69900.0,2,1,700.0,"61 Edgewater Park Unit B","Bronx, NY ",United States,40.8224987,-73.8111568,"10465"
De Luca Realty Group INC,Co-op for sale,299999.0,2,1,863.0,"120B Edgewater Park Unit 120B","Bronx, NY ",New York,40.822441,-73.8110424,"10465"
All Area Brokerage Inc,Co-op for sale,155000.0,1,1,2184.207862,"87-15 165th St Unit 4J","Jamaica, NY ",New York,40.7104509,-73.7982064,"11432"
One Manhattan real estate - Upper East Side office,Co-op for sale,689000.0,3,2,1500.0,"31-21 54th St Unit 1H","Queens, NY ",New York,40.7563916,-73.9071359,"11377"
R New York,Townhouse for sale,2150000.0,5,3,2940.0,"134 Rutland Rd","Brooklyn, NY ",United States,40.6588649,-73.956073,"11225"
Brown Harris Stevens - 1926 Broadway,Co-op for sale,675000.0,3,1,2184.207862,"1793 Riverside Dr Apt 4F","Manhattan, NY ",New York,40.8667064,-73.9304963,"10034"
"Robert Defalco Realty, Inc.",House for sale,889000.0,3,2,2052.0,"4521 Hylan Blvd","Staten Island, NY ",United States,40.5312573,-74.157737,"10312"
RE MAX City Square,Co-op for sale,260000.0,1,1,800.0,"2950 Ocean Ave Apt C11","Brooklyn, NY ",New York,40.5892251,-73.94999,"11235"
COMPASS,Condo for sale,4200000.0,3,3,2584.0,"16 Warren St Apt 5","Manhattan, NY ",New York,40.7142326,-74.0075258,"10007"
COMPASS,Condo for sale,749000.0,1,2,908.0,"112-01 Queens Blvd Unit 8A","Queens, NY ",New York,40.7190009,-73.8365029,"11375"
"Neuhaus Realty, Inc.",Contingent,639000.0,3,2,1360.0,"521 Leverett Ave","Staten Island, NY ",United States,40.5557386,-74.1635281,"10308"
Douglas Elliman - 575 Madison Ave,House for sale,19499999,4,4,10000.0,"182 Franklin St","New York, NY ",United States,40.7195687,-74.0094317,"10013"
"Garfield, Leslie J. & Co., Inc.",Townhouse for sale,6995000.0,4,4,3400.0,"36 Schermerhorn St","Brooklyn, NY ",United States,40.6910365,-73.9924723,"11201"
COMPASS,Pending,550000.0,3,2,1292.0,"21 Locust Ct","Staten Island, NY ",United States,40.5482041,-74.2109853,"10309"
CENTURY 21 Achievers,Multi-family home for sale,799000.0,5,2,2184.207862,"2455 Bedford Ave","Brooklyn, NY ",United States,40.6437284,-73.9543625,"11226"
Corcoran Park Slope,Condo for sale,700000.0,3,2,1245.0,"3536 Cambridge Ave Apt 4F","Bronx, NY ",New York,40.8861342,-73.90767,"10463"
RE/MAX Elite,Condo for sale,297000.0,3,1,600.0,"40 Brighton 1st Rd Apt 2M","Brooklyn, NY ",New York,40.5756277,-73.9667833,"11235"
"Nest Seekers International, Tribeca",Co-op for sale,455000.0,1,1,725.0,"415 E 85th St Apt 1A","New York, NY ",New York,40.7760324,-73.9487922,"10028"
Corcoran Chelsea/Flatiron,Condo for sale,6500000.0,3,4,2190.0,"50 W 30th St Ph 2","New York, NY ",New York,40.746995,-73.989381,"10001"
Elegran Real Estate And Development,Townhouse for sale,1299000.0,11,8,4560.0,"1963 Hobart Ave","Bronx, NY ",United States,40.8512668,-73.8314532,"10461"
Nareema Baksh Real Estate,Multi-family home for sale,1279000.0,16,8,3550.0,"761 Home St","Bronx, NY ",United States,40.8282675,-73.9014729,"10456"
Oxford Property Group,Pending,799000.0,3,1,1200.0,"177 W 83rd St Apt 4S","New York, NY ",New York,40.7856899,-73.976047,"10024"
Azbel Real Estate Inc,Co-op for sale,475000.0,2,2,1150.0,"458 Neptune Ave Apt 4C","Brooklyn, NY ",New York,40.5794182,-73.9709078,"11224"
COMPASS,Co-op for sale,209000.0,1,1,2184.207862,"200-18 17th Ave Unit 2-97","Bayside, NY ",New York,40.6456538,-73.9636266,"11360"
Coldwell Banker Labarca,House for sale,1325000.0,4,3,2200.0,"2215 E 72nd St","Brooklyn, NY ",United States,40.618445,-73.9043606,"11234"
RE MAX Elite,Co-op for sale,259000.0,1,1,625.0,"325 Marine Ave Apt C8","Brooklyn, NY ",New York,40.6147332,-74.0337807,"11209"
Serhant,Townhouse for sale,899000.0,4,3,1960.0,"88-47 247 St","Queens, NY ",United States,40.727846,-73.720774,"11426"
New York 1 Homes Network Inc,Multi-family home for sale,1325000.0,6,5,2184.207862,"126-18 148th St","Jamaica, NY ",United States,40.6727654,-73.7902788,"11436"
Gilbert Perez,Co-op for sale,345000.0,3,2,1100.0,"6601 Broadway Apt 3A","Bronx, NY ",New York,40.908552,-73.896916,"10471"
Carollo Real Estate Inc,Condo for sale,1088000.0,4,2,2184.207862,"168-28 Powells Cove Blvd Unit 12","Whitestone, NY ",New York,40.7932921,-73.7951779,"11357"
My Home Advisors Llc,House for sale,1099000.0,3,4,2037.0,"1385 E 34th St","Brooklyn, NY ",United States,40.621735,-73.941847,"11210"
Brown Harris Stevens - 129 Montague Street,Townhouse for sale,25000000,3,2,2184.207862,"60-66 Clark St Unit Townhouse","Brooklyn, NY ",United States,40.6975406,-73.9938611,"11201"
Brown Harris Stevens,Townhouse for sale,900000.0,4,3,2184.207862,"6031 Huxley Ave Unit Townhouse","Bronx, NY ",United States,40.9083747,-73.8985781,"10471"
Hauseit LLC - Hauseit LLC,Co-op for sale,599000.0,2,2,1350.0,"4 E 95th St Unit 1B","New York, NY ",New York,40.7868163,-73.9557515,"10128"
COMPASS,Co-op for sale,1295000.0,2,2,2184.207862,"71 E 77th St Apt 9C","Manhattan, NY ",New York,40.774576,-73.9624413,"10075"
Manhattan Network Inc,Condo for sale,479900.0,1,1,550.0,"2141 2nd Ave Unit 5C","New York, NY ",New York,40.7934089,-73.9407833,"10029"
American Homes Group,House for sale,739999.0,4,2,1976.0,"387 Fingerboard Rd","Staten Island, NY ",United States,40.6021404,-74.0713152,"10305"
RE MAX Edge,House for sale,2250000.0,6,4,3432.0,"2635 E 28th St","Brooklyn, NY ",United States,40.5884214,-73.9412863,"11235"
"BEN BAY REALTY, CO.",Condo for sale,875000.0,2,2,1050.0,"118 Battery Ave Apt 4C","Brooklyn, NY ",New York,40.6165537,-74.024429,"11209"
ProBase Real Estate,House for sale,499000.0,3,2,1786.0,"81 Park Hill Ct","Staten Island, NY ",United States,40.6178525,-74.0758856,"10304"
Akcess24homes Inc,House for sale,749000.0,4,2,2184.207862,"557 Drew St","Brooklyn, NY ",United States,40.6771904,-73.8625697,"11208"
COMPASS,Co-op for sale,4400000.0,3,3,3500.0,"141 W 26th St Apt 2","Manhattan, NY ",New York,40.7454222,-73.9925061,"10001"
Weichert Realtors Evolution Group,House for sale,855000.0,3,2,1383.0,"306 Oldfield St","Staten Island, NY ",United States,40.5725396,-74.1007568,"10306"
Piastro Realty LLC,Co-op for sale,525000.0,2,1,1300.0,"50 Brighton 1 Rd Unit 2D","Brooklyn, NY ",New York,40.5751942,-73.9669983,"11235"
BERGEN BASIN REALTY,Condo for sale,715000.0,2,2,1021.0,"2805 E 26th St Apt 1A","Brooklyn, NY ",New York,40.5846063,-73.9426052,"11235"
Corcoran East Side,Townhouse for sale,7950000.0,4,4,2184.207862,"175 E 78th St","New York, NY ",United States,40.7740082,-73.9583902,"10075"
Gillani Homes Inc.,Contingent,550000.0,3,2,1424.0,"572 Davis Ave","Staten Island, NY ",United States,40.6292321,-74.1082798,"10310"
Brown Harris Stevens,Condo for sale,17500000,7,4,6300.0,"140 Franklin St Apt 2B","Manhattan, NY ",New York,40.7193658,-74.0072206,"10013"
E Realty International Corp,House for sale,1287777.0,5,2,2184.207862,"88-25 63rd Ave","Rego Park, NY ",United States,40.7257724,-73.8680711,"11374"
Douglas Elliman - 575 Madison Ave,House for sale,10000000,5,4,6800.0,"166 E 64th St","New York, NY ",United States,40.764989,-73.9655331,"10065"
Byson Real Estate Company - Byson Real Estate Company,Co-op for sale,1525000.0,2,2,2184.207862,"67 Riverside Dr Apt 1C","New York, NY ",New York,40.784623,-73.9826586,"10024"
Brp Associates Inc,Multi-family home for sale,1499000.0,9,6,3519.0,"2619 Shore Pkwy","Brooklyn, NY ",United States,40.583514,-73.9738903,"11223"
"Robert DeFalco Realty, Inc.",House for sale,519000.0,3,2,1480.0,"62 Simmons Ln","Staten Island, NY ",United States,40.5939378,-74.1843153,"10314"
Queens Quality Management,Co-op for sale,358000.0,2,1,2184.207862,"212-79 16 Ave Unit 183","Bayside, NY ",New York,40.7855174,-73.7797613,"11360"
First Class Realty Enterprises,Multi-family home for sale,697777.0,3,2,2184.207862,"130-21 Lefferts Blvd","South Ozone Park, NY ",United States,40.6734914,-73.8196602,"11420"
Sotheby's International Realty - Downtown Manhattan,Condo for sale,14995000,6,2,8500.0,"360 Furman St Apt 1216","Brooklyn, NY ",New York,40.6935342,-74.0002618,"11201"
E-House Realty of Avenue U Inc,House for sale,850000.0,3,2,1152.0,"51 Shiloh St","Staten Island, NY ",United States,40.5903464,-74.1630923,"10314"
Corcoran SoHo,For sale,2700000.0,8,4,2184.207862,"122 Willoughby Ave","Brooklyn, NY ",United States,40.6914843,-73.9676428,"11205"
C J Robin's Real Estate,Condo for sale,320000.0,2,2,936.0,"1860 Story Ave Unit 36C","Bronx, NY ",New York,40.8236857,-73.8611313,"10473"
RE MAX Edge,Co-op for sale,295000.0,2,1,700.0,"1275 E 5th St Apt 6A","Brooklyn, NY ",New York,40.6196386,-73.9707307,"11230"
"Nest Seekers International, Long Island",Condo for sale,749000.0,1,2,879.0,"20-48 Steinway St Unit 1B","Queens, NY ",New York,40.7755682,-73.9032112,"11105"
"Nest Seekers International, Midtown",House for sale,13000000,5,4,6000.0,"141 W 95th St","New York, NY ",United States,40.7929447,-73.9693548,"10025"
Robert Defalco Realty Inc.,Townhouse for sale,549999.0,3,2,1677.0,"339 Union Ave Unit 41","Staten Island, NY ",New York,40.6280768,-74.1576108,"10303"
RE MAX Distinguished Homes & Properties,Condo for sale,365000.0,3,2,920.0,"276 Buttrick Ave Unit I3","Bronx, NY ",New York,40.815638,-73.8244344,"10465"
Corcoran Bedford Stuyvesant,Condo for sale,695000.0,2,2,845.0,"508A Lexington Ave # 2","Brooklyn, NY ",New York,40.6886854,-73.9402301,"11221"
Keystone Realty USA Corp,Multi-family home for sale,848000.0,5,2,2184.207862,"156 Beach 26th St","Far Rockaway, NY ",United States,40.5939687,-73.7588867,"11691"
CENTURY 21 MK Realty,Condo for sale,699000.0,3,2,1779.0,"1515 W 4th St Apt 1R","Brooklyn, NY ",New York,40.6104361,-73.9779065,"11204"
BHHS New York Properties,Co-op for sale,1075000.0,2,2,1250.0,"310 Lexington Ave Unit 10FG","New York, NY ",New York,40.7487581,-73.9782786,"10016"
COMPASS,Townhouse for sale,2175000.0,5,2,3317.0,"1259 Jefferson Ave","Brooklyn, NY ",United States,40.6920744,-73.912766,"11221"
Brown Harris Stevens - 43 North Moore Street,Co-op for sale,639000.0,3,2,2184.207862,"42-22 Ketcham St Unit B8B9","Queens, NY ",United States,40.7447145,-73.8835344,"11373"
Corcoran Brooklyn Heights,Co-op for sale,1099000.0,2,1,2184.207862,"143 Lafayette Ave Apt 1A","Brooklyn, NY ",New York,40.6876421,-73.9721671,"11238"
Sowae Corp,House for sale,330000.0,3,1,2184.207862,"21 Miami Ct","Brooklyn, NY ",United States,40.6604827,-73.9468571,"11225"
Welcome Home R E Sunnyside,Co-op for sale,375000.0,1,1,2184.207862,"39-65 52nd St Unit 5U","Woodside, NY ",New York,40.7467824,-73.9119505,"11377"
COMPASS,Co-op for sale,750000.0,3,2,2184.207862,"35-55 80th St Unit 52","Queens, NY ",New York,40.7515899,-73.8865299,"11372"
Corcoran Bedford Stuyvesant,Multi-family home for sale,1350000.0,3,3,2184.207862,"750A Lafayette Ave","Brooklyn, NY ",United States,40.690647,-73.9431579,"11221"
"Garfield, Leslie J. & Co., Inc.",Townhouse for sale,27000000,5,7,2184.207862,"64-66 Bedford St","New York, NY ",United States,40.7312282,-74.0046153,"10014"
COMPASS,Co-op for sale,599000.0,1,1,755.0,"452 W 50th St Apt 4W","Manhattan, NY ",New York,40.7643103,-73.9913297,"10019"
KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,1200000.0,6,3,2184.207862,"86-30 91st St","Woodhaven, NY ",United States,40.6943555,-73.8543804,"11421"
"Triolo Realty Group, Inc.",House for sale,749000.0,4,3,2013.0,"606 Tompkins Ave","Staten Island, NY ",United States,40.6109749,-74.0710212,"10305"
Keller Williams NYC,Multi-family home for sale,1900000.0,6,4,2565.0,"794 Bergen St","Brooklyn, NY ",United States,40.6778716,-73.9615757,"11238"
Keller Williams Realty NYC Grp,House for sale,590000.0,3,1,1360.0,"2540 Woodhull Ave","Bronx, NY ",United States,40.8642583,-73.8414813,"10469"
COMPASS,Condo for sale,1395000.0,3,2,1494.0,"1 Wall Street Ct Apt 505","Manhattan, NY ",New York,40.705216,-74.0085311,"10005"
Behfar Team Llc,House for sale,3595000.0,6,3,2184.207862,"1558 E 9th St","Brooklyn, NY ",United States,40.6108399,-73.9647401,"11230"
RE MAX Distinguished Homes & Properties,Multi-family home for sale,1300000.0,14,6,5103.0,"1565 Saint Peters Ave","Bronx, NY ",United States,40.8403844,-73.8478179,"10461"
Tapestry Real Estate of Queens,House for sale,868000.0,3,2,1452.0,"40-51 172 St","Flushing, NY ",United States,40.7592798,-73.7939528,"11358"
Winzone Realty Inc,Multi-family home for sale,1248000.0,6,3,2400.0,"2532 E 26th St","Brooklyn, NY ",United States,40.5904715,-73.9441041,"11235"
NoBroker,House for sale,270000.0,3,2,1158.0,"3780 Willett Ave","Bronx, NY ",United States,40.8838997,-73.864167,"10467"
All Century Realty,House for sale,765000.0,3,2,2500.0,"1574 Crotona Park E","Bronx, NY ",United States,40.8365023,-73.8919613,"10460"
RE/MAX Team,Pending,988000.0,2,2,2451.0,"165-15 Cross Island Pkwy","Whitestone, NY ",United States,40.7864686,-73.7971724,"11357"
Exp Realty,Co-op for sale,339000.0,1,1,2184.207862,"42-30 Douglaston Pkwy Unit 7H","Douglaston, NY ",New York,40.7686099,-73.74772,"11363"
"Robert Defalco Realty, Inc.",Contingent,1099000.0,6,6,3219.0,"111 Highland Rd","Staten Island, NY ",United States,40.549134,-74.142459,"10308"
Brown Harris Stevens- 3531 Johnson Avenue,Condo for sale,1181000.0,2,2,1541.0,"640 W 237th St Apt 15A","Bronx, NY ",New York,40.8879309,-73.9121663,"10463"
Goldstone N Y Realty Llc,Co-op for sale,219000.0,1,1,2184.207862,"150-25 72nd Rd Unit 1E","Flushing, NY ",United States,40.7288351,-73.8169278,"11367"
Doreen Greenwood Inc.,House for sale,588000.0,3,1,1080.0,"2956 Gerritsen Ave","Brooklyn, NY ",United States,40.5887247,-73.9208494,"11229"
Soler Realty,Multi-family home for sale,805000.0,6,2,2042.0,"1893 Harrison Ave","Bronx, NY ",United States,40.8527111,-73.9116009,"10453"
Weichert Realtors The Franzese Group,House for sale,929000.0,3,2,1309.0,"1305 Elm Ave","Brooklyn, NY ",United States,40.6174291,-73.9615134,"11230"
EXP Realty,Pending,670000.0,1,2,908.0,"112-01 Queens Blvd Unit 21A","Forest Hills, NY ",New York,40.718793,-73.8365852,"11375"
City House Realty Inc.,House for sale,649000.0,3,2,1152.0,"471 Beach Rd","Staten Island, NY ",United States,40.544553,-74.159323,"10312"
Douglas Elliman - Bayside,Co-op for sale,439900.0,2,1,1000.0,"97-37 63rd Rd Unit 4K","Rego Park, NY ",New York,40.7318958,-73.8599645,"11374"
Brown Harris Stevens,Co-op for sale,2850000.0,3,2,2184.207862,"520 Laguardia Pl Apt 7N","Manhattan, NY ",New York,40.7282135,-73.9990284,"10012"
