"brokertitle","type","price","beds","bath","propertysqft","address","state","administrative_area_level_2","latitude","longitude","postcode"
Corcoran Park Avenue South,Co-op for sale,1195000.0,2,2,2184.207862,"25 W 13th St Apt 1ON","New York, NY ",New York,40.7361476,-73.9955368,"10011"
Keller Williams NYC,Co-op for sale,200000.0,1,1,2184.207862,"86-16 60th Ave Unit 2N","Queens, NY ",New York,40.7304899,-73.8735933,"11373"
Ashford Homes LLC,Condo for sale,599000.0,2,2,1095.0,"2818 W 17th St Apt 1B","Brooklyn, NY ",New York,40.5784256,-73.9853674,"11224"
Chase Global Realty Corp,Multi-family home for sale,1990000.0,5,2,2184.207862,"63-12 136th St","Flushing, NY ",United States,40.7398861,-73.8305343,"11367"
COMPASS,Pending,7500000.0,3,4,3050.0,"329 Vanderbilt Ave","Brooklyn, NY ",United States,40.6883185,-73.9686154,"11205"
COMPASS,Co-op for sale,1775000.0,2,2,2184.207862,"124 Thompson St Unit 27/28","Manhattan, NY ",New York,40.7261696,-74.0013901,"10012"
Akcess24homes Inc,Multi-family home for sale,1059000.0,6,3,2184.207862,"124 Norwood Ave","Brooklyn, NY ",United States,40.6830732,-73.8797396,"11208"
Red Door Realty Group,House for sale,1288888.0,3,4,1672.0,"661 Ocean Ter","Staten Island, NY ",United States,40.6069525,-74.1016936,"10301"
"5 Boro Realty Corp",Multi-family home for sale,1299999.0,8,4,3448.0,"1210 E 72nd St","Brooklyn, NY ",United States,40.6259736,-73.9141206,"11234"
DiTommaso Real Estate,House for sale,1399999.0,3,2,2700.0,"316 Brehaut Ave","Staten Island, NY ",United States,40.5116874,-74.2388187,"10307"
Douglas Elliman - 575 Madison Ave,House for sale,12500000,4,6,7500.0,"64 E 7th St","New York, NY ",United States,40.7273703,-73.9870777,"10003"
Century 21 Zaloom Realty,House for sale,699900.0,3,2,1420.0,"22 Oakville St","Staten Island, NY ",United States,40.5986989,-74.1318297,"10314"
Keller Williams Rlty Landmark,Pending,1098888.0,2,3,2184.207862,"34 Center Dr","Malba, NY ",United States,40.7899772,-73.828053,"11357"
Realty Connect Usa L I Inc,Co-op for sale,519000.0,2,2,1079.0,"110-35 72 Rd Unit 108","Forest Hills, NY ",New York,40.7203199,-73.84052,"11375"
Keller Williams Ny Realty,House for sale,725000.0,3,2,2410.0,"4316 Ely Ave","Bronx, NY ",United States,40.8965547,-73.8476725,"10466"
Keller Williams Realty Liberty,Co-op for sale,232500.0,1,1,2184.207862,"123-35 82nd Rd Unit 3R","Kew Gardens, NY ",New York,40.7121373,-73.8277084,"11415"
COMPASS,Co-op for sale,250000.0,3,1,2184.207862,"11 St Nicholas Ave Unit 3E","Manhattan, NY ",New York,40.7992319,-73.9526079,"10026"
Fillmore Real Estate,House for sale,639000.0,2,2,862.0,"1755 E 51st St","Brooklyn, NY ",United States,40.6175251,-73.9255226,"11234"
Exp Realty,House for sale,950000.0,4,4,2060.0,"115-14 10th Ave","College Point, NY ",United States,40.7884912,-73.8515778,"11356"
COMPASS,Condo for sale,12500000,3,2,4000.0,"47 Mercer St Apt 2","Manhattan, NY ",New York,40.7217614,-74.0013329,"10013"
All Area Brokerage Inc,Co-op for sale,430000.0,2,1,2184.207862,"65-15 38th Ave Unit 3D","Woodside, NY ",New York,40.7472542,-73.8978152,"11377"
TUDO - Tudor Realty Services,Co-op for sale,299000.0,3,1,2184.207862,"5 Tudor City Pl Apt 1426","New York, NY ","10017",40.7488491,-73.9716161,"10017"
New Concept Sheiks Realty Inc.,Co-op for sale,279000.0,3,1,1400.0,"2199 Holland Ave Unit Le","Bronx, NY ",United States,40.8563536,-73.865974,"10462"
RE MAX Real Estate Professionals,House for sale,1725000.0,3,2,1508.0,"132 91st St","Brooklyn, NY ",United States,40.6208655,-74.036863,"11209"
RE/MAX Elite,Multi-family home for sale,1698000.0,4,4,3620.0,"66 Archwood Ave","Staten Island, NY ",United States,40.5357703,-74.1849822,"10312"
RE MAX Edge,House for sale,438000.0,2,2,1354.0,"123 Jamie Ln","Staten Island, NY ",United States,40.5628043,-74.1853825,"10312"
qvtopservice,Co-op for sale,100000.0,3,1,512.0,"1040 Neilson St Apt 3A","Far Rockaway, NY ",New York,40.6042895,-73.7478287,"11691"
Winzone Realty Inc,Condo for sale,625000.0,2,2,995.0,"2 Bay Club Rd Unit 1M","Bayside, NY ",New York,40.7780359,-73.7808993,"11360"
KA REALTY GROUP INC,House for sale,350000.0,3,2,1520.0,"399 Linwood St","Brooklyn, NY ",United States,40.6758271,-73.8828978,"11208"
Eden7 Realty Inc,Co-op for sale,699999.0,3,2,2184.207862,"1040 Carroll St Unit 6B","Crown Heights, NY ",New York,40.6672186,-73.9566539,"11213"
Keller Williams NYC,Co-op for sale,529000.0,1,1,2184.207862,"301 E 22nd St Apt 2R","New York, NY ",New York,40.7371253,-73.9806613,"10010"
Brown Harris Stevens - 43 North Moore Street,Townhouse for sale,23000000,5,6,7058.0,"334 W 20th St Unit Townhouse","Manhattan, NY ",United States,40.7439188,-74.0014359,"10011"
Charles Rutenberg Realty Inc,House for sale,599000.0,3,2,1208.0,"88-20 78th St","Jamaica, NY ",United States,40.6892122,-73.8634426,"11421"
"Compass Greater Ny, Llc",House for sale,1199000.0,4,1,1840.0,"7702 15th Ave","Brooklyn, NY ",United States,40.6165131,-74.0045846,"11228"
WIESNER ROCIO D,Condo for sale,625000.0,2,1,825.0,"4-74 48 Ave Ph 3C","Long Island City, NY ",New York,40.744346,-73.957101,"11109"
Keller Williams Rlty Landmark,Pending,1970000.0,4,4,3111.0,"303 Knollwood Ave","Douglaston, NY ",United States,40.7800183,-73.7514697,"11363"
Ycl Real Estate Consulting,Multi-family home for sale,580000.0,5,2,1780.0,"49 3 Brighton Ct","Brooklyn, NY ",United States,40.5874424,-73.9675716,"11235"
Keller Williams NYC,Condo for sale,979000.0,3,2,1272.0,"324 77th St Apt 2C","Brooklyn, NY ",New York,40.6295982,-74.0275565,"11209"
Keller Williams NYC,Co-op for sale,269000.0,2,1,2184.207862,"2090 Madison Ave Apt 3D","New York, NY ",New York,40.8099353,-73.9377818,"10037"
Sotheby's International Realty - Downtown Manhattan,Co-op for sale,499000.0,2,2,2184.207862,"519 E 87th St Apt D","New York, NY ",New York,40.7762825,-73.9453865,"10128"
"Century 21 Amiable Realty Group II, Inc.",House for sale,1699888.0,3,3,2275.0,"160-14 83rd St","Howard Beach, NY ",United States,40.6556445,-73.848959,"11414"
Milky Forst Properties Inc,House for sale,3100000.0,6,4,2184.207862,"555 Oak Dr","Far Rockaway, NY ",United States,40.6021451,-73.7401761,"11691"
RE MAX Distinguished Homes & Properties,House for sale,499000.0,4,2,1752.0,"2712 Heath Ave","Bronx, NY ",United States,40.8717268,-73.9050847,"10463"
KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,1250000.0,6,2,3312.0,"95-18 42 Ave","Elmhurst, NY ",United States,40.7459265,-73.868944,"11373"
CENTURY 21 Homefront,Co-op for sale,245000.0,2,1,900.0,"2260 Burnett St Apt 1F","Brooklyn, NY ",New York,40.6014996,-73.9324298,"11229"
COMPASS,Townhouse for sale,5800000.0,7,5,6360.0,"39 S Portland Ave","Brooklyn, NY ",United States,40.6884736,-73.9747288,"11217"
Coldwell Banker Advantage,House for sale,2350000.0,5,4,4270.0,"144 Dunham St","Staten Island, NY ",United States,40.5251737,-74.2176044,"10309"
Brown Harris Stevens,Co-op for sale,425000.0,3,1,450.0,"410 W 23rd St Apt 6E","Manhattan, NY ",New York,40.7464807,-74.0018835,"10011"
"Chris Homes & Lands, Inc.",House for sale,799000.0,3,2,2340.0,"825 Rockland Ave","Staten Island, NY ",United States,40.5887913,-74.1444799,"10314"
Lj Estates Inc,Multi-family home for sale,725000.0,4,2,1700.0,"445 Milford St Unit 04457-0058","Brooklyn, NY ",United States,40.6681943,-73.8749046,"11208"
Dynamik Real Estate,Co-op for sale,3695000.0,2,2,1697.0,"292 Lafayette St Apt 2E","Manhattan, NY ",New York,40.7246503,-73.9960912,"10012"
REO First Choice Realty LLC.,Pending,1200000.0,3,2,3280.0,"1176 Bushwick Ave","Brooklyn, NY ",United States,40.688515,-73.916949,"11221"
COMPASS,Co-op for sale,385000.0,2,2,1100.0,"640 W 231st St Apt 7C","Bronx, NY ",New York,40.8827696,-73.9148245,"10463"
Jamie & Connie Real Estate Grp,Pending,3100000.0,4,2,3600.0,"145-38 3rd Ave","Whitestone, NY ",United States,40.7956412,-73.8246757,"11357"
Best Solutions Realty Inc,Multi-family home for sale,1150000.0,4,3,2184.207862,"32-40 87th St","East Elmhurst, NY ",United States,40.7569734,-73.8811062,"11369"
Corcoran East Side,Co-op for sale,470000.0,2,1,2184.207862,"33-64 21st St Apt 5D","Queens, NY ",New York,40.7633448,-73.9346195,"11106"
Real Broker NY LLC,House for sale,1499999.0,5,3,2184.207862,"114-15 91st Ave","Richmond Hill, NY ",United States,40.695043,-73.832656,"11418"
BESMATCH REAL ESTATE,Co-op for sale,99000.0,1,1,850.0,"1177 Anderson Ave Apt 2D","Bronx, NY ",New York,40.83645,-73.924271,"10452"
Sowae Corp,House for sale,399000.0,3,2,1601.0,"104-06 212 St","Queens, NY ",United States,40.7115495,-73.7464296,"11429"
Corcoran West Side Gallery,Condo for sale,1300000.0,2,2,1140.0,"392 Central Park W Apt 1R","New York, NY ",New York,40.7945469,-73.9649582,"10025"
Keystone Realty USA Corp,Multi-family home for sale,888000.0,5,4,2184.207862,"527 Glenmore Ave","Brooklyn, NY ",United States,40.6741308,-73.8908415,"11207"
Keller Williams Rlty Landmark,Multi-family home for sale,1308888.0,4,3,2184.207862,"17-20 150th St","Whitestone, NY ",United States,40.7836228,-73.8141298,"11357"
Russo Realty Properties,House for sale,1265000.0,3,2,2184.207862,"64-30 72nd St","Middle Village, NY ",United States,40.7151328,-73.8834603,"11379"
Remax Edge - RE/MAX EDGE,Condo for sale,558000.0,1,1,751.0,"346 91st St Apt 307","Brooklyn, NY ",New York,40.619526,-74.0311577,"11209"
RE MAX 1st Choice,House for sale,1280000.0,4,2,2340.0,"240-67 Poplar St","Douglaston, NY ",United States,40.7690548,-73.7444989,"11363"
Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,429000.0,2,2,1450.0,"3515 Henry Hudson Pkwy Apt 3D","Bronx, NY ",Bronx County,40.8868607,-73.9129726,"10463"
"Tom Crimmins Realty, Ltd.",Condo for sale,399900.0,2,2,853.0,"120 Wellington Ct Apt 1B","Staten Island, NY ",New York,40.5803785,-74.1578058,"10314"
NoBroker,House for sale,499900.0,3,1,1040.0,"334 Harbor Rd","Staten Island, NY ",United States,40.6281869,-74.1606727,"10303"
Weichert Realtors The Franzese Group,Multi-family home for sale,2489000.0,4,4,2334.0,"230 7th St","Brooklyn, NY ",United States,40.671985,-73.9889397,"11215"
JM Properties,Condo for sale,255500.0,1,1,950.0,"422 Maryland Ave Apt 3D","Staten Island, NY ",New York,40.6077498,-74.0743086,"10305"
Corcoran East Side,House for sale,30000000,5,2,6000.0,"15 Bank St","New York, NY ",United States,40.7371772,-74.0024577,"10014"
COMPASS,Condo for sale,395000.0,3,1,2184.207862,"233 E 86th St Apt 5D","Manhattan, NY ",New York,40.778484,-73.9524912,"10028"
B Square Realty,Multi-family home for sale,1090000.0,5,3,2184.207862,"507 127th St","College Point, NY ",United States,40.7922364,-73.8405165,"11356"
REALHome Services & Solutions,Multi-family home for sale,471300.0,4,2,2175.0,"672 Van Siclen Ave","Brooklyn, NY ",United States,40.6629386,-73.8878146,"11207"
Serhant,Condo for sale,9450000.0,2,3,3918.0,"60 Greene St Apt 4","New York, NY ",New York,40.7228178,-74.00088,"10012"
Weichert Realtors The Franzese Group,House for sale,1089000.0,4,2,1720.0,"649 Bay Ridge Pkwy","Brooklyn, NY ",United States,40.6275081,-74.018889,"11209"
Bedford Brownstone Realty LLC,Co-op for sale,220000.0,1,1,500.0,"767 Eastern Pkwy Apt 1A","Brooklyn, NY ",New York,40.6699448,-73.9429395,"11213"
COMPASS,Townhouse for sale,9950000.0,10,10,8000.0,"120 E 19th St","Manhattan, NY ",United States,40.7369927,-73.9868876,"10003"
Joachim Realty Llc,Co-op for sale,295000.0,2,1,950.0,"234-18 131st Ave Unit Lower","Rosedale, NY ",United States,40.6778447,-73.7335012,"11422"
J. Sikar Realty,Co-op for sale,399000.0,2,2,1050.0,"2944 W 5th St Apt 19C","Brooklyn, NY ",New York,40.5776924,-73.9737314,"11224"
Exit Realty Private Client,Co-op for sale,219999.0,2,1,800.0,"3240 Riverdale Ave Apt 4B","Bronx, NY ",New York,40.8833792,-73.907461,"10463"
Corcoran,Co-op for sale,129000.0,3,1,2184.207862,"87-15 165th St Unit 2A","Jamaica, NY ",New York,40.7104509,-73.7982064,"11432"
Herman & Co. New York,House for sale,639000.0,4,2,1856.0,"2341 Richmond Rd","Staten Island, NY ",United States,40.5774962,-74.1181004,"10306"
"Robert DeFalco Realty, Inc.",Contingent,750000.0,4,4,1240.0,"114 McArthur Ave","Staten Island, NY ",United States,40.5546832,-74.1780566,"10312"
Prominent Properties Sotheby's International Realty,House for sale,499999.0,3,2,1763.0,"12 Irving Pl","Staten Island, NY ",United States,40.6175808,-74.0858322,"10304"
Douglas Elliman - Bayside,Co-op for sale,560000.0,2,2,2184.207862,"110-20 71 Ave Unit 330","Forest Hills, NY ",New York,40.7223099,-73.84153,"11375"
RE/MAX City Square,Townhouse for sale,1268000.0,3,2,1513.0,"102-37 68th Ave","Forest Hills, NY ",United States,40.7240812,-73.8521227,"11375"
BROOKLYN`S 4 U REALTY,House for sale,1899000.0,7,4,2800.0,"2719 Whitman Dr","Brooklyn, NY ",United States,40.6049921,-73.9106532,"11234"
NY Empire Real Estate,Co-op for sale,888000.0,3,2,1600.0,"69-10 108 St Unit 4C","Forest Hills, NY ",New York,40.724514,-73.8458441,"11375"
Berkshire Hathaway HomeServices Cangiano Estates,Multi-family home for sale,2100000.0,20,8,7200.0,"7222 3rd Ave","Brooklyn, NY ",United States,40.6330213,-74.0274188,"11209"
NoBroker,House for sale,2900000.0,5,2,6707.0,"29 Annfield Ct","Staten Island, NY ",United States,40.6000344,-74.1064235,"10304"
Prospes Real Estate Corp,House for sale,1250000.0,4,2,2184.207862,"146-11 Delaware Ave","Flushing, NY ",United States,40.7562704,-73.8180817,"11355"
Benjamin Realty Since 1980,Condo for sale,1078000.0,3,2,2184.207862,"100-25 Queens Blvd Unit 4BB","Forest Hills, NY ",New York,40.7270139,-73.8523359,"11375"
Keller Williams Points North,House for sale,3200000.0,4,4,2950.0,"70 81st St","Brooklyn, NY ",United States,40.6286854,-74.0372417,"11209"
COMPASS,Co-op for sale,555555.0,1,1,2184.207862,"622 W End Ave Apt 4E","Manhattan, NY ",New York,40.7914938,-73.9756337,"10024"
Corcoran East Side,Co-op for sale,12500000,5,2,2184.207862,"925 Park Ave # 3 & 4A","New York, NY ",New York,40.7762654,-73.9595399,"10028"
Keller Williams Realty Greater Nassau,Co-op for sale,293900.0,1,1,2184.207862,"35-31 85th St Unit 6C","Jackson Heights, NY ",New York,40.7512505,-73.8814433,"11372"
RE MAX Elite,House for sale,1175000.0,3,2,1192.0,"6810 Madeline Ct","Brooklyn, NY ",United States,40.6369819,-74.0276787,"11220"
EXIT REALTY FIRST CHOICE,Land for sale,160000.0,3,2,2184.207862,"110-42 213th St","Queens Village, NY ",United States,40.7066981,-73.7439122,"11429"
Coldwell Banker Reliable,Contingent,999999.0,3,2,1880.0,"560 Bay Ridge Ave","Brooklyn, NY ",United States,40.6325838,-74.0194607,"11220"
Karten Real Estate Svcs LLC,House for sale,1448000.0,5,4,2000.0,"84-19 253rd St","Bellerose, NY ",United States,40.735335,-73.7142031,"11426"
BERGEN BASIN REALTY,House for sale,2950000.0,6,5,5436.0,"2390 National Dr","Brooklyn, NY ",United States,40.6037688,-73.9113665,"11234"
EXP Realty,Co-op for sale,150000.0,3,1,600.0,"99-10 60 Ave Unit 5L","Corona, NY ",New York,40.7364499,-73.8584826,"11368"
Douglas Elliman - 1995 Broadway,Co-op for sale,475000.0,1,1,2184.207862,"44 W 96th St Apt 5A","New York, NY ",New York,40.7920657,-73.9663587,"10025"
DiTommaso Real Estate,Condo for sale,354900.0,2,1,673.0,"160 72nd St Apt 713","Brooklyn, NY ",New York,40.6343667,-74.0311335,"11209"
Chase Global Realty Corp,Condo for sale,580000.0,2,2,2184.207862,"93-05 37th Ave Unit 5A","Jackson Heights, NY ",United States,40.7510826,-73.8738365,"11372"
Trademarko Realty Inc,House for sale,969000.0,3,2,1776.0,"63-44 72nd St","Middle Village, NY ",United States,40.7165988,-73.883495,"11379"
Bayview Marketing Group LLC,Condo for sale,530000.0,1,1,538.0,"2286 Cropsey Ave Unit 6D","Brooklyn, NY ",United States,40.5954596,-73.9968422,"11214"
Winzone Realty Inc,House for sale,3900000.0,5,6,7723.0,"14458 Boulevard","Malba, NY ",United States,40.7924353,-73.8258362,"11357"
Keller Williams Realty Greater Nassau,Condo for sale,624999.0,3,2,2184.207862,"1070 E 73rd St Unit 4C","Brooklyn, NY ",New York,40.6283771,-73.9175027,"11234"
VYLLA Homes,House for sale,551000.0,3,2,2184.207862,"1606 E 45th St","Brooklyn, NY ",United States,40.6214749,-73.932287,"11234"
Corcoran East Side,Townhouse for sale,14800000,8,10,2184.207862,"135 E 15th St","New York, NY ",United States,40.7345123,-73.9874441,"10003"
"Robert DeFalco Realty, Inc.",Condo for sale,475000.0,2,1,1296.0,"26 Katan Loop Unit B","Staten Island, NY ",United States,40.5527755,-74.1539297,"10308"
Corcoran West Side Gallery,Condo for sale,995000.0,3,2,2184.207862,"100 Manhattan Ave Apt 4A","New York, NY ",New York,40.7974456,-73.9620195,"10025"
Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,650000.0,1,1,2184.207862,"411 E 57th St Apt 16B","New York, NY ",New York,40.7582795,-73.9624506,"10022"
Sold By Bart R E Partners Inc,Co-op for sale,250000.0,2,1,2184.207862,"83-55 Woodhaven Blvd Unit 6K","Woodhaven, NY ",New York,40.700309,-73.8535466,"11421"
Re/Max In The City,Co-op for sale,125000.0,3,1,600.0,"3121 Middletown Rd Apt 1C","Bronx, NY ",New York,40.8455961,-73.8264218,"10461"
COMPASS,Co-op for sale,2200000.0,3,3,2195.0,"336 Central Park W Apt 3B","Manhattan, NY ",New York,40.7904197,-73.966175,"10025"
Corcoran East Side,Condo for sale,925000.0,2,1,2184.207862,"200 Bowery Apt 2C","New York, NY ",New York,40.7213854,-73.9939529,"10012"
Classic Home Sales,House for sale,639000.0,3,2,2184.207862,"2072 E 74th St","Brooklyn, NY ",United States,40.6214608,-73.905805,"11234"
Sowae Corp,House for sale,215000.0,3,2,1509.0,"114-06 194 St","Saint Albans, NY ",United States,40.6982271,-73.7605874,"11412"
"Tom Crimmins Realty, Ltd.",House for sale,2050000.0,6,6,5600.0,"254 Flagg Pl","Staten Island, NY ",United States,40.5856353,-74.1068594,"10304"
Jane Mosello Real Estate,Co-op for sale,279000.0,2,2,1050.0,"4320 Van Cortlandt Park E Apt R","Bronx, NY ",United States,40.898666,-73.8738365,"10470"
COMPASS,Condo for sale,785000.0,2,2,968.0,"16 Bay 25th St Unit 4A","Brooklyn, NY ",New York,40.6039146,-73.9980848,"11214"
Ashford Homes,House for sale,669000.0,3,2,1312.0,"72 Boone St","Staten Island, NY ",United States,40.6013797,-74.1380964,"10314"
Corcoran SoHo,Multi-family home for sale,3650000.0,4,4,2880.0,"35 Joralemon St","Brooklyn, NY ",United States,40.6938815,-73.9983127,"11201"
Vandenberg -The Townhouse Experts,Townhouse for sale,6700000.0,4,4,3740.0,"51 W 95th St","New York, NY ",United States,40.7918625,-73.9667605,"10025"
Vantage Realty Partners,Multi-family home for sale,681000.0,6,3,2184.207862,"694 Ashford St","Brooklyn, NY ",United States,40.6648825,-73.8826911,"11207"
Re/Max In The City,Co-op for sale,189000.0,1,1,700.0,"6535 Broadway Apt 1G","Bronx, NY ",New York,40.906568,-73.8968047,"10471"
Corcoran East Side,Co-op for sale,48000000,5,2,2184.207862,"740 Park Ave # 4 & 5B","New York, NY ",New York,40.7707516,-73.9645283,"10021"
Brown Harris Stevens - 445 Park Avenue,Co-op for sale,4995000.0,2,2,2184.207862,"14 E 75th St Unit 9D","Manhattan, NY ",New York,40.7737635,-73.9644574,"10021"
"Ed Bruno Realty, LLC",Contingent,835000.0,5,2,2050.0,"393 Guyon Ave","Staten Island, NY ",United States,40.5582716,-74.1160817,"10306"
Douglas Elliman - 575 Madison Ave,House for sale,999999.0,2,2,1198.0,"333 E 91st St Apt 10B","New York, NY ",New York,40.7803429,-73.947266,"10128"
Commerce Realty Group,Condo for sale,575000.0,3,2,877.0,"61-20 71st Ave Unit F2A","Ridgewood, NY ",New York,40.7019793,-73.8942094,"11385"
Corcoran Bedford Stuyvesant,Pending,349750.0,1,1,2184.207862,"483 17th St # 2L","Brooklyn, NY ",New York,40.6585622,-73.9825211,"11215"
Corcoran West Side,Co-op for sale,385000.0,1,1,2184.207862,"116 Pinehurst Ave Apt B52","New York, NY ",United States,40.8522694,-73.939181,"10033"
COMPASS,Townhouse for sale,7950000.0,4,2,3397.0,"20 Jones St","Manhattan, NY ",United States,40.7319485,-74.0025061,"10014"
Serhant,Condo for sale,1465000.0,2,1,1107.0,"61 N Henry St Fl 4","Brooklyn, NY ",New York,40.7213959,-73.9430921,"11222"
CHIN - Re/Max in The City,Pending,324900.0,2,2,1100.0,"5715 Mosholu Ave Apt 6B","Bronx, NY ",New York,40.9057959,-73.90002,"10471"
Douglas Elliman - 1995 Broadway,Co-op for sale,175000.0,3,1,2184.207862,"275 Webster Ave Apt 6G","Brooklyn, NY ",New York,40.6329634,-73.9709274,"11230"
Brown Harris Stevens - 445 Park Avenue,Co-op for sale,475000.0,3,1,2184.207862,"535 E 72nd St Apt 5B","Manhattan, NY ",New York,40.7662222,-73.9516342,"10021"
Corcoran East Side,Co-op for sale,11175000,4,6,3841.0,"1228 Madison Ave Apt 10","New York, NY ",New York,40.7825765,-73.9578338,"10128"
Keller Williams Realty Elite,Multi-family home for sale,915999.0,5,3,2184.207862,"26-39 93rd St","East Elmhurst, NY ",United States,40.7618985,-73.8758538,"11369"
"SBRW - SBROWNRE,LLC",Pending,850000.0,2,1,775.0,"236 E 6th St Apt 3W","New York, NY ",New York,40.7274335,-73.9892241,"10003"
Winzone Realty Inc,House for sale,729000.0,4,2,2184.207862,"118-18 225th St","Cambria Heights, NY ",United States,40.6917538,-73.7370978,"11411"
Douglas Elliman - 156 Montague,Townhouse for sale,5995000.0,6,4,4000.0,"136 Kane St","Brooklyn, NY ",United States,40.6868209,-73.9988226,"11231"
EXP Realty,Co-op for sale,480000.0,2,1,2184.207862,"66-36 Yellowstone Blvd Unit 22B","Forest Hills, NY ",New York,40.7291499,-73.84944,"11375"
Brown Harris Stevens- 3531 Johnson Avenue,House for sale,4200000.0,5,4,4480.0,"164 W 88th St","New York, NY ",United States,40.788437,-73.9731887,"10024"
Ben Bay Realty Company of Staten Island LLC,House for sale,628000.0,3,2,960.0,"268 Cromwell Ave","Staten Island, NY ",United States,40.5883038,-74.0928759,"10305"
Wonica REALTORS & Appraisers,Condo for sale,593000.0,2,2,1312.0,"31 Hylan Blvd Apt 2B","Staten Island, NY ",New York,40.6151849,-74.0646359,"10305"
Daniel Gale Sotheby's International Realty,Townhouse for sale,1198000.0,4,2,2184.207862,"68-09 Olcott St","Queens, NY ",United States,40.7129312,-73.8561994,"11375"
"BEN BAY REALTY, CO.",House for sale,1848000.0,6,2,3676.0,"976 Ocean Ave","Brooklyn, NY ",United States,40.6386251,-73.9591955,"11226"
eXp Realty BKNY,Co-op for sale,285000.0,1,1,750.0,"1293 E 5th St Apt 6B","Brooklyn, NY ",New York,40.6195811,-73.9706361,"11230"
COMPASS,House for sale,549000.0,3,2,1250.0,"1764 Undercliff Ave","Bronx, NY ",United States,40.8515331,-73.9197862,"10453"
Magic Of Great Neck Realty Inc,Co-op for sale,729000.0,2,2,1700.0,"26910 Grand Central Pkwy Apt 12O","Floral Park, NY ",New York,40.7577991,-73.7159564,"11005"
Douglas Elliman - Bayside,Co-op for sale,199999.0,1,1,2184.207862,"209-10 41st Ave Unit 1F","Bayside, NY ",New York,40.762788,-73.7768814,"11361"
Douglas Elliman - 3544 Johnson Ave,House for sale,4900000.0,8,2,9000.0,"5040 Goodridge Ave","Bronx, NY ",United States,40.8983076,-73.9020849,"10471"
Exp Realty,Multi-family home for sale,600000.0,4,2,1728.0,"4217 Seton Ave","Bronx, NY ",United States,40.896179,-73.839487,"10466"
KELLER WILLIAMS REALTY LANDMARK II,House for sale,599000.0,3,1,1340.0,"111-20 145th St","Jamaica, NY ",United States,40.6860975,-73.7998859,"11435"
Voro Llc,Multi-family home for sale,599000.0,5,2,2268.0,"716 Decatur St","Brooklyn, NY ",United States,40.6835248,-73.9141078,"11233"
Fillmore Real Estate,Condo for sale,725000.0,3,2,1185.0,"1322 E 14th St Apt 4B","Brooklyn, NY ",New York,40.6172572,-73.9611011,"11230"
BROOKLYN`S 4 U REALTY,Multi-family home for sale,1295000.0,3,2,2600.0,"2506 E 65th St","Brooklyn, NY ",United States,40.609816,-73.9084026,"11234"
Berkshire Hathaway HomeServices Cangiano Estates,Multi-family home for sale,798888.0,3,2,1500.0,"849 Rossville Ave","Staten Island, NY ",United States,40.5474933,-74.2098503,"10309"
J Milo Real Estate,House for sale,529000.0,3,1,1800.0,"89-22 210th Pl","Queens, NY ",United States,40.7212998,-73.7544395,"11427"
"Homes R Us Realty of NY, Inc.",Multi-family home for sale,999998.0,3,2,2400.0,"327 Brehaut Ave","Staten Island, NY ",United States,40.5114943,-74.2382685,"10307"
Voro Llc,Co-op for sale,278000.0,1,1,2184.207862,"39-82 65th Pl Unit 4F","Woodside, NY ",New York,40.7439196,-73.8992843,"11377"
RE/MAX City Square,Co-op for sale,319000.0,2,1,2184.207862,"67-41 Burns St Unit 414","Forest Hills, NY ",New York,40.7230399,-73.85628,"11375"
Ben Bay Realty Company of Staten Island LLC,Contingent,759000.0,3,4,1424.0,"419 Ogorman Ave","Staten Island, NY ",United States,40.552359,-74.14076,"10308"
JWS REALTY GROUP,Co-op for sale,245000.0,3,1,260.0,"5 Tudor City Pl Apt 1818","Ny, NY ",New York,40.748134,-73.9708805,"10017"
Get Listed Get Sold NYC,Multi-family home for sale,1249000.0,5,3,1548.0,"2171 W 7th St","Brooklyn, NY ",United States,40.5946329,-73.9779295,"11223"
Nestapple,Condo for sale,620000.0,1,1,430.0,"112 W 72nd St Ph C","Manhattan, NY ",New York,40.7774399,-73.9793101,"10023"
Momentum Real Estate LLC,Multi-family home for sale,1295000.0,4,2,3264.0,"643 Huguenot Ave","Staten Island, NY ",United States,40.5389259,-74.195072,"10312"
Ilite Realty Inc,Condo for sale,849000.0,3,2,1241.0,"398 Kings Hwy Unit 308","Brooklyn, NY ",New York,40.604405,-73.9751935,"11223"
Jnm & Associates Inc,Co-op for sale,650000.0,3,1,2184.207862,"116 Cambridge Pl Apt 3C","Brooklyn, NY ",New York,40.6837918,-73.9631445,"11238"
COMPASS,Condo for sale,2995000.0,2,2,1452.0,"120 E 87th St Apt R26B","Manhattan, NY ",New York,40.7803919,-73.9558923,"10128"
Douglas Elliman - Bayside,Condo for sale,495000.0,2,1,800.0,"83-71 116th St Unit 4E","Kew Gardens, NY ",New York,40.7045515,-73.8356118,"11418"
NEUHAUS REALTY INC.,House for sale,675000.0,3,2,1222.0,"7 Norwood Ct","Staten Island, NY ",United States,40.6277171,-74.0860272,"10304"
COMPASS,Condo for sale,999000.0,3,1,600.0,"10 W End Ave Apt 8J","Manhattan, NY ",New York,40.7717454,-73.9900505,"10023"
